,AGEP_x,DEAR_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
1364,78,2,2,1,2,N,1,0,1,N,N,1,0,2,1,333000.0,9,501,17-03531,2,1,90,2,2,2,2,N,1,N,0,3,34100.0,5,298,53.84615384615385
1365,29,2,2,2,2,N,9,0,1,7490,10,1,3,5,1,2000.0,1,225,38-00100,8,2,56,2,2,2,2,N,1,7390,0,2,92000.0,8,501,46.15384615384615
1366,43,2,2,2,2,N,10,0,1,6870,9,6,0,N,1,200000.0,9,501,51-01301,1,1,36,2,2,2,2,N,1,7190,0,N,135000.0,9,501,76.92307692307693
1367,72,1,2,2,2,N,9,0,1,N,N,1,0,3,2,55000.0,7,501,17-03529,1,1,79,2,2,2,2,N,1,N,0,2,30800.0,5,495,53.84615384615385
1368,19,2,2,2,2,N,7,0,3,7580,10,6,N,N,0,10100.0,2,N,19-01700,1,2,19,2,2,2,2,N,3,7580,N,N,2500.0,1,N,84.61538461538461
1369,31,2,2,2,2,N,9,0,1,7860,11,1,0,4,2,50100.0,6,467,51-51255,2,1,31,2,2,2,2,N,1,7860,2,4,66000.0,7,501,69.23076923076923
1370,61,2,2,1,1,N,8,2,1,N,N,1,0,4,2,15600.0,3,468,36-03710,2,2,61,2,2,2,2,N,1,N,0,4,16300.0,3,256,69.23076923076923
1371,60,2,2,2,2,N,5,0,1,N,N,4,0,N,2,0.0,0,0,32-00405,6,1,79,2,2,2,2,N,1,N,0,N,15600.0,3,127,69.23076923076923
1372,67,2,2,2,2,N,9,0,1,3291,4,1,0,2,1,0.0,0,501,38-00100,1,2,38,2,2,2,2,N,1,3390,2,4,81000.0,8,501,53.84615384615385
1373,25,2,2,2,2,N,7,0,1,9470,16,1,0,2,2,17500.0,3,206,38-00100,1,1,23,2,2,2,2,N,1,9470,0,2,30000.0,4,317,69.23076923076923
1374,82,2,2,2,2,N,10,0,1,N,N,1,0,2,1,74000.0,7,501,24-01004,2,1,65,2,2,1,2,N,1,N,0,2,70000.0,7,501,76.92307692307693
1375,54,2,2,2,2,N,11,0,1,7270,10,1,1,7,1,516000.0,9,394,51-51255,6,2,29,2,2,2,2,N,1,7270,1,3,125000.0,9,501,69.23076923076923
1376,20,2,2,2,2,N,5,0,1,5480,6,6,1,3,1,3000.0,1,18,08-00803,1,1,54,2,2,2,2,N,1,4990,0,4,76140.0,8,501,46.15384615384615
1377,46,2,2,2,2,N,9,0,1,N,N,6,1,3,2,8000.0,2,501,06-08507,6,2,23,2,2,2,2,N,1,N,0,4,0.0,0,501,61.53846153846154
1378,20,2,2,2,2,N,7,0,1,9090,15,6,0,N,2,900.0,1,5,08-00803,1,2,21,2,2,2,2,N,1,9290,0,N,3000.0,1,22,69.23076923076923
1379,54,2,2,2,2,N,10,0,1,7370,10,6,0,N,2,100000.0,8,501,36-04010,2,2,45,2,2,2,2,N,1,7690,2,3,14000.0,3,68,46.15384615384615
1380,28,2,2,2,2,N,5,0,1,4971,6,6,0,N,2,20000.0,3,152,19-01700,1,1,48,2,2,2,2,N,1,5580,0,2,6000.0,1,85,53.84615384615385
1381,60,2,2,2,2,N,5,0,1,N,N,4,0,N,1,0.0,0,0,28-01100,1,2,79,2,2,2,2,N,1,N,0,N,10200.0,3,84,69.23076923076923
1382,69,2,2,2,2,N,10,0,1,N,N,4,0,N,2,20700.0,4,171,13-04600,2,2,64,2,2,2,2,N,1,N,0,N,12800.0,3,97,69.23076923076923
1383,74,2,2,1,2,N,3,0,3,N,N,6,N,N,0,0.0,0,0,51-51255,1,2,75,2,2,1,1,N,3,N,N,N,9800.0,2,80,61.53846153846154
1384,51,2,2,2,2,N,9,0,1,6190,7,6,0,N,1,600.0,1,6,17-03529,1,1,28,2,2,2,2,N,1,6290,0,2,40000.0,6,501,53.84615384615385
1385,64,2,2,2,2,N,9,0,1,8680,14,4,0,N,2,22000.0,4,167,13-04600,2,2,63,2,2,2,2,N,1,8680,0,N,19800.0,4,151,76.92307692307693
1386,65,2,2,2,2,N,9,0,1,8680,14,6,0,N,1,122000.0,9,501,06-07502,1,2,28,2,2,2,2,N,1,8680,3,5,2400.0,1,18,53.84615384615385
1387,31,2,2,2,2,N,11,0,1,9480,16,6,0,N,2,42700.0,7,328,28-01100,1,1,29,2,2,2,2,N,1,9470,0,N,6400.0,2,48,61.53846153846154
1388,15,2,2,2,2,N,3,0,1,N,N,6,1,4,1,0.0,0,501,51-01301,1,2,15,2,2,2,2,N,1,N,1,4,0.0,0,501,100.0
1389,64,2,2,2,2,N,7,0,1,7270,10,2,0,6,2,20000.0,4,164,36-04010,2,2,33,2,2,2,2,N,1,7270,0,3,26500.0,4,290,69.23076923076923
1390,37,2,2,2,2,N,10,0,1,7860,11,1,1,4,2,46200.0,7,356,28-01100,2,2,37,2,2,2,2,N,1,7860,3,5,41500.0,7,160,69.23076923076923
1391,50,2,2,2,2,N,5,0,1,4280,5,6,1,2,1,8000.0,2,122,19-01700,1,1,50,2,2,2,2,N,1,4280,0,N,27000.0,4,205,61.53846153846154
1392,51,2,2,2,2,N,4,0,1,8191,12,1,0,2,1,16300.0,3,501,24-01004,1,2,49,2,2,2,2,N,1,8191,0,2,24000.0,3,501,84.61538461538461
1393,63,2,2,2,2,N,6,1,1,8660,14,4,0,N,2,29200.0,5,216,32-00405,8,2,64,2,2,2,2,N,1,8660,0,N,10700.0,2,81,69.23076923076923
1394,48,2,2,2,2,N,10,0,1,8470,13,1,2,4,1,124000.0,8,501,24-01004,6,2,47,2,2,2,2,N,1,8470,2,4,8500.0,2,501,76.92307692307693
1395,49,1,2,2,2,N,9,0,1,8660,14,4,0,N,2,38000.0,5,306,17-03529,2,2,50,2,2,2,2,N,1,8690,0,3,11000.0,2,78,46.15384615384615
1396,20,2,2,2,2,N,9,4,3,N,N,6,N,N,0,5000.0,1,N,17-03529,1,2,57,2,2,2,2,N,3,N,N,N,0.0,0,0,69.23076923076923
1397,33,2,2,2,2,N,10,0,1,8370,13,2,0,N,1,81500.0,8,501,51-51255,1,2,59,2,2,1,2,N,1,8370,1,4,6300.0,2,71,46.15384615384615
1398,29,2,2,2,2,N,10,0,1,8570,14,6,0,N,2,2500.0,1,19,29-01901,2,2,29,2,2,2,2,N,1,8570,0,N,50000.0,7,379,76.92307692307693
1399,28,2,2,2,2,N,7,0,1,7290,10,1,0,2,2,19000.0,3,501,51-51255,1,1,59,2,2,2,2,N,1,7290,0,3,108000.0,8,501,69.23076923076923
1400,38,2,2,2,2,N,9,0,1,7870,11,6,1,2,2,38000.0,5,243,24-01004,2,2,23,2,2,2,2,N,1,7870,1,4,42000.0,5,501,69.23076923076923
1401,43,2,2,1,2,N,8,0,1,N,N,1,4,6,2,9300.0,2,103,30-00600,1,2,36,2,2,2,2,N,1,N,4,6,0.0,0,410,61.53846153846154
1402,56,2,2,2,2,N,4,0,1,7860,11,1,1,6,2,30600.0,5,260,36-04010,2,1,55,2,2,2,2,N,1,7860,0,4,22000.0,4,210,53.84615384615385
1403,56,2,2,2,2,N,7,0,1,7071,9,6,0,N,1,43200.0,6,326,13-04600,2,1,27,2,2,2,2,N,1,7080,0,2,21700.0,4,489,53.84615384615385
1404,67,2,2,2,2,N,9,4,1,7380,10,1,0,2,1,160000.0,9,501,06-08507,1,1,54,2,2,2,2,N,1,7460,0,2,30000.0,5,352,61.53846153846154
1405,62,2,2,2,2,N,7,0,1,9470,16,1,0,3,1,418000.0,9,501,29-01901,2,2,62,2,2,2,2,N,1,9370,0,4,42000.0,6,439,61.53846153846154
1406,38,2,2,2,2,N,10,0,1,7680,10,4,2,4,2,53000.0,7,366,17-03531,2,2,39,2,2,2,2,N,1,7680,1,2,50000.0,6,285,53.84615384615385
1407,21,2,2,2,2,N,4,0,1,9920,18,6,1,2,1,28000.0,5,184,38-00100,1,1,18,2,2,2,2,N,1,9920,3,6,0.0,0,150,53.84615384615385
1408,20,2,2,2,2,N,7,0,1,N,N,6,0,N,2,0.0,0,0,08-00803,6,1,18,2,2,2,2,N,1,N,0,N,0.0,0,0,92.3076923076923
1409,81,2,1,1,2,N,3,0,1,N,N,1,0,2,1,8400.0,2,80,38-00100,1,1,81,2,2,2,2,N,1,N,0,2,14400.0,2,195,69.23076923076923
1410,36,2,2,2,2,N,4,1,1,4971,6,1,3,5,2,35000.0,5,116,32-00405,8,2,35,2,2,2,2,N,1,5170,3,10,22100.0,4,166,53.84615384615385
1411,87,2,2,2,2,N,12,0,1,N,N,3,0,N,1,446200.0,9,501,06-08507,1,2,88,2,2,1,2,N,1,N,0,N,84200.0,8,501,69.23076923076923
1412,19,2,2,2,2,N,5,0,1,8680,14,6,1,4,2,2800.0,1,288,38-00100,1,2,25,2,2,2,2,N,1,8660,0,N,8000.0,1,61,53.84615384615385
1413,12,2,2,2,2,N,3,0,1,N,N,N,1,3,1,N,N,372,32-00405,8,2,8,2,2,2,2,N,1,N,4,6,N,N,102,69.23076923076923
1414,51,2,2,2,2,N,9,0,1,9570,16,4,0,N,2,129000.0,9,501,51-51255,1,2,47,2,2,2,2,N,1,9590,0,2,70000.0,7,442,53.84615384615385
1415,32,2,2,2,2,N,10,0,1,7860,11,6,2,5,2,5800.0,2,21,13-04600,2,2,50,2,2,2,2,N,1,7860,0,N,67000.0,8,501,53.84615384615385
1416,71,2,2,2,2,N,4,0,1,N,N,4,0,N,2,18800.0,3,148,36-04010,2,1,70,1,1,1,2,N,1,N,0,N,12000.0,3,98,53.84615384615385
1417,27,2,2,2,2,N,5,0,1,8470,13,6,1,4,2,18000.0,4,249,13-04600,2,1,34,2,2,2,1,N,1,8390,0,5,4150.0,2,143,38.46153846153847
1418,56,2,2,2,2,N,7,0,1,770,3,3,0,2,1,28400.0,5,501,30-00600,1,1,53,2,2,2,2,N,1,770,0,2,9500.0,2,501,76.92307692307693
1419,25,2,2,2,2,N,10,0,1,7970,12,6,0,N,2,0.0,0,0,08-00803,1,2,24,2,2,2,2,N,1,7970,0,N,30000.0,4,228,69.23076923076923
1420,72,2,2,2,2,N,5,0,1,1990,4,4,0,N,1,8000.0,2,60,29-01901,2,1,40,2,2,2,2,N,1,3580,0,N,60000.0,8,453,61.53846153846154
1421,73,2,2,2,2,N,8,0,1,6480,8,1,0,2,1,166030.0,9,501,36-04010,2,1,64,2,2,2,2,N,1,6680,0,2,80000.0,8,501,69.23076923076923
1422,29,2,2,2,2,N,7,0,1,7590,10,6,0,N,2,40000.0,6,306,19-01700,1,2,19,2,2,2,2,N,1,7460,0,N,1000.0,1,7,61.53846153846154
1423,19,2,2,2,2,N,7,0,1,7870,11,6,0,N,2,2400.0,1,18,40-00200,3,1,21,2,2,2,2,N,1,7860,0,2,14500.0,3,286,53.84615384615385
1424,0,2,2,N,N,N,N,0,1,N,N,N,2,3,1,N,N,41,17-03529,9,1,1,2,2,N,N,N,1,N,1,5,N,N,501,69.23076923076923
1425,6,2,2,2,2,N,1,0,1,N,N,N,1,5,1,N,N,320,38-00100,5,1,4,2,2,N,N,N,1,N,0,6,N,N,242,53.84615384615385
1426,16,2,2,2,2,N,4,0,1,N,N,6,3,5,2,0.0,0,149,24-01004,1,2,17,2,2,2,2,N,1,N,1,3,0.0,0,501,69.23076923076923
1427,83,2,2,2,2,N,8,0,1,4880,6,4,0,N,1,278900.0,9,501,30-00600,1,1,46,2,2,2,2,N,1,4670,1,2,50000.0,7,378,46.15384615384615
1428,39,2,2,2,2,N,10,0,1,6470,8,1,2,4,1,120000.0,8,501,51-01301,1,2,39,2,2,2,2,N,1,6470,2,4,123000.0,9,501,84.61538461538461
1429,43,2,2,2,2,N,10,0,1,7860,11,1,0,2,2,62000.0,7,476,51-51255,6,2,43,2,2,2,2,N,1,7860,0,2,19000.0,3,217,76.92307692307693
1430,59,2,2,1,2,N,7,0,1,4972,6,4,0,N,1,15000.0,3,113,19-01700,1,2,50,2,2,2,1,N,1,5190,0,N,2200.0,1,16,46.15384615384615
1431,69,2,2,2,2,N,9,0,1,N,N,1,0,2,1,60000.0,7,501,13-04600,1,1,68,2,2,2,2,N,1,N,0,2,35700.0,6,378,69.23076923076923
1432,36,2,2,2,2,N,10,0,1,8191,12,6,0,N,1,150000.0,9,501,26-02702,1,2,37,2,2,2,2,N,1,8191,0,N,65060.0,8,496,69.23076923076923
1433,68,2,2,2,2,N,10,0,1,9390,16,1,0,2,1,8000.0,1,157,38-00100,1,1,72,2,2,2,2,N,1,9570,0,2,5700.0,1,309,69.23076923076923
1434,80,1,1,1,1,N,4,0,1,8290,12,1,0,2,1,0.0,0,115,51-01301,1,1,80,2,2,2,2,N,1,8290,0,2,15100.0,3,115,53.84615384615385
1435,64,2,1,1,1,4,5,0,2,N,N,6,N,N,0,362100.0,9,N,06-07502,6,1,17,2,2,2,2,N,3,N,N,N,2000.0,1,N,38.46153846153847
1436,43,2,2,2,2,N,4,1,1,770,3,1,2,6,2,1200.0,1,252,32-00405,1,1,41,2,2,2,2,N,1,770,2,5,38400.0,6,124,61.53846153846154
1437,40,1,2,2,2,N,7,0,1,8660,14,6,0,10,2,27000.0,4,227,38-00100,3,2,37,2,2,2,2,N,1,8660,0,7,0.0,0,23,53.84615384615385
1438,51,2,2,2,2,N,7,0,1,7860,11,1,0,6,1,43000.0,7,401,40-00200,1,2,48,2,2,2,2,N,1,7870,1,3,24000.0,5,341,46.15384615384615
1439,75,2,2,2,2,N,12,0,1,N,N,2,0,N,1,0.0,0,0,06-08507,6,2,71,2,2,2,2,N,1,N,2,5,0.0,0,501,69.23076923076923
1440,2,2,2,N,N,N,N,0,1,N,N,N,1,3,2,N,N,123,36-03710,1,2,1,2,2,N,N,N,1,N,4,5,N,N,0,69.23076923076923
1441,33,2,2,2,2,N,12,0,1,9370,16,6,0,N,2,90000.0,8,501,51-51255,2,1,33,2,2,2,2,N,1,9480,0,N,82000.0,8,501,84.61538461538461
1442,64,2,2,2,2,N,9,0,1,N,N,6,0,2,1,53500.0,7,340,26-02702,1,1,64,2,2,2,2,N,1,N,0,N,84300.0,8,501,69.23076923076923
1443,62,2,2,2,2,N,5,1,1,N,N,1,0,2,1,0.0,0,0,32-00405,1,1,78,2,2,2,2,N,1,N,0,3,7300.0,2,455,61.53846153846154
1444,30,2,2,2,2,N,9,0,1,170,0,6,0,N,2,0.0,0,0,51-51255,1,1,32,2,2,2,2,N,1,170,0,N,150000.0,9,501,69.23076923076923
1445,58,2,2,1,1,N,8,0,1,N,N,6,0,N,2,26100.0,4,198,32-00405,1,1,30,2,2,2,2,N,1,N,0,3,0.0,0,173,46.15384615384615
1446,80,2,2,2,2,N,6,0,1,770,3,1,0,2,1,10300.0,3,116,40-00200,1,1,44,2,2,2,2,N,1,770,0,4,36400.0,6,340,61.53846153846154
1447,35,2,2,2,2,N,10,0,1,9680,17,1,0,2,2,115000.0,8,501,51-51255,1,2,36,2,2,2,2,N,1,9680,0,2,103600.0,8,501,84.61538461538461
1448,49,2,2,2,2,N,7,0,1,4870,6,1,0,2,1,62900.0,8,501,28-01100,2,1,30,2,2,2,2,N,1,4971,3,5,10600.0,3,105,46.15384615384615
1449,56,2,2,2,2,N,4,0,1,6170,7,1,0,2,1,108500.0,9,501,38-00100,1,1,40,2,2,2,2,N,1,6170,2,4,55000.0,7,305,53.84615384615385
1450,15,2,2,2,2,N,4,4,1,N,N,6,2,4,2,0.0,0,222,36-04010,8,1,54,1,2,2,1,N,1,N,0,3,10900.0,2,115,38.46153846153847
1451,64,1,2,2,2,N,12,0,1,9370,16,6,0,N,2,347300.0,9,501,51-51255,2,2,40,2,2,2,2,N,1,9570,0,N,112000.0,8,501,61.53846153846154
1452,48,2,2,2,2,N,11,0,1,7870,11,1,1,3,2,167200.0,9,501,17-03529,1,1,42,2,2,2,2,N,1,7870,1,3,218000.0,9,501,84.61538461538461
1453,67,2,2,2,2,N,5,0,1,7860,11,1,0,2,1,30500.0,5,300,19-01700,1,1,65,2,2,2,2,N,1,7860,2,6,0.0,0,183,53.84615384615385
1454,39,2,2,2,2,N,7,0,1,7072,9,1,0,2,2,5000.0,1,87,17-03531,2,1,65,2,2,2,2,N,1,6991,0,2,10000.0,2,358,61.53846153846154
1455,60,2,2,2,2,N,9,0,1,8191,12,1,0,2,1,40000.0,5,501,36-04010,6,2,36,2,2,2,2,N,1,8191,1,3,100000.0,8,501,61.53846153846154
1456,72,2,2,2,2,N,10,0,1,6370,7,1,0,2,1,89000.0,8,501,38-00100,1,1,72,2,2,2,2,N,1,6370,0,2,67600.0,8,501,92.3076923076923
1457,74,2,2,2,2,N,5,0,1,7270,10,1,0,2,1,81000.0,7,501,24-01004,1,2,71,2,2,2,2,N,1,7270,0,2,14800.0,2,501,76.92307692307693
1458,60,2,2,1,1,N,5,0,1,N,N,3,0,N,2,1500.0,1,12,30-00600,9,2,73,2,2,2,2,N,1,N,0,N,14800.0,3,122,53.84615384615385
1459,70,2,2,2,2,N,10,0,1,8870,15,1,0,2,1,82400.0,8,501,38-00100,1,1,39,2,2,2,2,N,1,8891,0,6,45000.0,6,501,61.53846153846154
1460,94,1,2,2,2,N,7,0,1,N,N,3,0,N,1,72500.0,9,501,28-01100,1,2,79,2,2,2,2,N,1,N,0,N,24200.0,5,197,61.53846153846154
1461,60,1,2,2,2,5,4,0,1,770,3,6,0,2,1,49000.0,7,286,40-00200,3,1,25,2,2,2,2,N,1,770,0,6,30000.0,6,186,46.15384615384615
1462,1,2,2,N,N,N,N,0,1,N,N,N,2,4,2,N,N,331,24-01004,5,2,1,2,2,N,N,N,1,N,2,4,N,N,193,92.3076923076923
1463,22,2,2,2,2,N,9,0,1,9470,16,6,0,N,1,32000.0,5,244,19-01700,1,2,22,2,2,2,2,N,1,9470,0,N,28000.0,4,214,76.92307692307693
1464,47,2,2,2,2,N,4,0,1,7670,10,4,0,N,2,21700.0,5,169,28-01100,1,1,38,2,2,2,2,N,1,7580,0,2,10700.0,3,81,53.84615384615385
1465,60,2,2,2,2,N,5,0,1,8470,13,1,0,2,1,52000.0,6,501,36-04010,1,2,75,2,2,2,2,N,1,8470,0,2,41000.0,6,383,76.92307692307693
1466,62,2,2,2,2,N,7,0,1,N,N,4,0,3,1,1200.0,1,135,32-00405,6,1,69,2,2,2,2,N,1,N,0,N,28200.0,5,233,61.53846153846154
1467,18,2,2,2,2,N,5,0,3,N,N,6,N,N,0,0.0,0,N,28-01100,1,2,18,2,2,2,2,N,3,N,N,N,0.0,0,N,100.0
1468,4,2,2,N,N,N,1,2,1,N,N,N,3,4,2,N,N,136,32-00405,1,1,4,2,2,N,N,N,1,N,3,4,N,N,136,100.0
1469,46,2,2,2,2,N,9,0,1,8990,15,1,2,5,1,60000.0,7,501,51-01301,6,2,46,2,2,2,2,N,1,8990,1,5,156000.0,9,501,76.92307692307693
1470,62,2,2,2,2,N,8,0,1,7870,11,3,0,2,1,45000.0,6,501,38-00100,1,2,63,2,2,2,2,N,1,7870,0,N,67000.0,8,501,69.23076923076923
1471,27,2,2,2,2,N,4,0,1,5391,6,6,0,3,1,40900.0,6,501,17-03531,2,2,18,2,2,2,2,N,1,4971,0,4,9000.0,2,373,53.84615384615385
1472,52,2,2,2,2,N,4,0,1,580,2,1,2,4,2,107000.0,8,370,51-51255,1,1,52,2,2,2,2,N,1,580,2,4,36000.0,5,140,76.92307692307693
1473,67,2,2,2,2,N,9,0,1,N,N,6,0,N,1,120000.0,8,501,24-01004,1,1,67,2,2,2,2,N,1,N,0,N,120000.0,8,501,100.0
1474,72,1,1,2,2,4,9,0,1,N,N,4,0,N,1,38400.0,6,326,30-00600,1,1,78,2,2,2,2,N,1,N,0,N,10600.0,2,86,46.15384615384615
1475,17,2,2,2,2,N,4,0,1,N,N,6,1,2,2,0.0,0,34,17-03531,1,2,17,2,2,2,2,N,1,N,1,2,0.0,0,91,92.3076923076923
1476,6,2,2,2,2,N,2,0,1,N,N,N,2,8,1,N,N,138,38-00100,3,2,3,2,2,N,N,N,1,N,3,4,N,N,62,53.84615384615385
1477,50,2,2,2,2,N,9,0,1,7380,10,2,0,2,1,150000.0,9,501,06-08507,6,2,50,2,2,2,2,N,1,7380,0,N,26700.0,4,201,69.23076923076923
1478,36,2,2,2,2,N,10,0,1,3970,4,1,1,3,2,200000.0,9,501,06-07502,6,1,37,2,2,2,2,N,1,3970,0,2,70000.0,7,415,53.84615384615385
1479,31,2,2,2,2,N,9,0,1,7390,10,6,0,3,1,150000.0,9,501,17-03531,1,1,44,2,2,2,2,N,1,7490,1,3,76000.0,8,372,53.84615384615385
1480,74,1,1,1,1,N,5,0,1,4870,6,4,0,N,2,11210.0,2,92,19-01700,1,1,37,2,2,2,2,N,1,4890,0,N,22000.0,4,166,30.76923076923077
1481,39,2,2,2,2,N,8,0,1,7390,10,6,0,N,1,100000.0,9,501,13-04600,2,1,60,2,2,2,2,N,1,7380,0,N,105000.0,9,501,76.92307692307693
1482,30,2,2,2,2,N,8,0,1,8470,13,1,1,3,1,0.0,0,119,17-03531,2,2,53,2,2,2,2,N,1,8470,0,3,50000.0,6,250,61.53846153846154
1483,60,2,2,2,2,N,10,0,1,9160,15,1,0,3,1,9000.0,2,294,17-03531,2,2,60,2,2,1,2,N,1,9160,0,2,18000.0,3,501,61.53846153846154
1484,34,2,2,2,2,N,9,0,1,7890,11,4,2,4,1,28800.0,4,235,38-00100,1,2,37,2,2,2,2,N,1,7860,1,2,69000.0,8,397,46.15384615384615
1485,42,2,2,2,2,N,7,0,1,9670,17,4,1,2,1,44000.0,7,258,01-01301,2,2,45,2,2,2,2,5,1,9670,0,2,46800.0,7,412,61.53846153846154
1486,21,2,2,2,2,N,7,0,1,8680,14,6,0,N,2,3800.0,1,29,29-01901,6,2,22,2,2,2,2,N,1,8680,0,N,0.0,0,0,69.23076923076923
1487,22,2,2,2,2,N,9,0,1,8680,14,6,0,N,1,23700.0,4,181,17-03529,1,2,68,2,2,2,2,N,1,8564,0,N,45000.0,6,369,61.53846153846154
1488,52,2,2,2,2,N,7,0,1,7680,10,1,0,2,2,35000.0,6,294,28-01100,2,1,33,2,2,2,2,N,1,7580,1,3,20000.0,5,345,46.15384615384615
1489,66,2,2,2,2,N,7,0,1,N,N,4,0,N,1,24200.0,4,198,19-01700,1,2,38,2,1,1,1,N,1,N,0,N,1500.0,1,11,46.15384615384615
1490,61,2,2,2,2,N,3,0,1,3170,4,1,0,2,2,8000.0,2,222,06-07502,6,2,65,2,1,1,1,N,1,3990,0,2,0.0,0,68,38.46153846153847
1491,34,2,2,2,2,N,5,1,1,4980,6,6,0,3,2,44100.0,6,437,36-04010,8,1,34,2,2,2,2,N,1,4980,0,3,25000.0,4,122,76.92307692307693
1492,6,2,2,2,2,N,2,0,1,N,N,N,3,7,1,N,N,252,40-00200,1,1,5,2,2,2,2,N,1,N,2,4,N,N,349,69.23076923076923
1493,30,2,2,2,2,N,11,0,1,7860,11,6,0,N,2,0.0,0,0,28-01100,1,2,29,2,2,2,2,N,1,7860,0,N,500.0,1,3,69.23076923076923
1494,15,2,2,2,2,N,4,1,1,N,N,6,5,6,1,0.0,0,501,38-00100,8,1,15,2,2,2,2,N,1,N,4,6,0.0,0,501,92.3076923076923
1495,74,2,2,2,2,N,5,0,1,7890,11,3,0,N,1,26000.0,5,211,30-00600,1,2,88,2,2,2,2,N,1,7860,0,N,8600.0,2,71,61.53846153846154
1496,53,2,2,2,2,N,4,1,1,770,3,2,0,N,2,38000.0,6,290,32-00405,1,1,53,2,2,2,2,N,1,770,1,3,15000.0,3,157,61.53846153846154
1497,52,2,2,2,2,N,3,0,1,N,N,1,1,6,2,0.0,0,177,38-00100,1,1,90,1,1,1,2,N,1,N,0,2,13100.0,2,127,30.76923076923077
1498,55,2,2,2,2,N,10,0,1,7860,11,1,0,2,1,20500.0,3,501,24-01004,6,2,57,2,2,2,2,N,1,7870,0,2,40000.0,5,501,69.23076923076923
1499,47,2,2,2,2,N,9,0,1,7860,11,1,0,3,1,80000.0,8,476,30-00600,3,2,69,2,2,1,2,N,1,7870,0,3,80000.0,8,501,69.23076923076923
1500,28,2,2,2,2,N,5,0,1,490,1,6,0,N,2,40000.0,6,305,30-00600,1,1,25,2,2,2,2,N,1,490,0,N,30000.0,5,226,69.23076923076923
1501,75,2,2,1,1,N,10,0,1,N,N,4,0,N,1,18100.0,4,151,28-01100,2,2,70,2,2,2,2,N,1,N,0,N,7200.0,2,59,53.84615384615385
1502,60,2,2,2,2,N,9,0,1,4890,6,4,0,N,1,72750.0,8,501,38-00100,1,1,38,2,2,2,2,N,1,5790,0,3,50000.0,6,501,61.53846153846154
1503,42,2,2,2,2,N,9,0,1,7280,10,1,0,2,1,18000.0,3,475,51-51255,2,1,37,2,2,2,2,N,1,7390,1,3,81000.0,8,501,46.15384615384615
1504,18,2,2,2,2,N,9,0,1,N,N,6,0,3,2,0.0,0,47,13-04600,6,1,25,2,2,2,2,N,1,N,0,N,0.0,0,0,76.92307692307693
1505,39,2,2,2,2,N,9,0,1,7870,11,6,0,4,1,64000.0,7,501,17-03529,2,2,50,2,2,2,2,N,1,7860,0,N,25000.0,4,189,53.84615384615385
1506,23,2,2,2,2,N,10,0,1,N,N,6,0,N,2,1500.0,1,11,17-03529,6,1,29,2,2,2,2,N,1,N,0,N,26000.0,4,198,69.23076923076923
1507,57,2,2,2,2,N,9,0,1,9480,16,1,0,2,1,35500.0,5,335,38-00100,3,2,55,2,2,2,2,N,1,9370,2,4,35000.0,5,138,53.84615384615385
1508,14,2,2,2,2,N,3,0,1,N,N,N,2,5,1,N,N,344,17-03531,1,2,14,2,2,2,2,N,1,N,1,3,N,N,372,76.92307692307693
1509,29,2,2,2,2,N,7,0,1,770,3,6,0,2,2,51000.0,7,405,32-00405,2,1,29,2,2,2,2,N,1,770,0,6,40000.0,6,129,69.23076923076923
1510,52,2,2,2,2,N,8,0,1,8090,12,4,0,4,1,4900.0,1,330,17-03531,2,2,54,2,2,2,2,N,1,8170,0,3,15600.0,3,115,53.84615384615385
1511,71,2,2,2,2,N,4,0,1,N,N,4,0,3,1,9300.0,2,166,17-03531,2,2,85,2,2,2,2,N,1,N,0,N,18900.0,3,155,61.53846153846154
1512,16,2,2,2,2,N,3,0,1,N,N,6,3,4,1,0.0,0,102,28-01100,1,1,15,2,2,2,1,N,1,N,1,3,11700.0,3,501,46.15384615384615
1513,0,2,2,N,N,N,N,0,1,N,N,N,2,4,1,N,N,501,08-00803,6,2,0,2,2,N,N,N,1,N,1,3,N,N,501,84.61538461538461
1514,49,2,2,2,2,N,9,0,1,4890,6,6,2,4,1,0.0,0,59,06-08507,6,1,31,2,2,2,2,N,1,4795,0,3,85800.0,8,501,46.15384615384615
1515,3,2,2,N,N,N,1,0,1,N,N,N,2,4,1,N,N,501,06-07502,9,1,3,2,2,N,N,N,1,N,3,5,N,N,412,76.92307692307693
1516,70,2,2,1,2,N,4,0,1,N,N,4,0,N,1,9300.0,2,79,13-04600,2,2,75,2,1,1,1,N,1,N,0,5,21000.0,4,154,46.15384615384615
1517,63,2,2,2,2,N,8,0,1,9380,16,6,0,N,1,100000.0,9,501,13-04600,2,2,63,2,2,2,2,N,1,9380,0,3,105000.0,9,501,84.61538461538461
1518,15,2,2,2,2,N,4,1,1,N,N,6,2,4,2,0.0,0,136,26-02702,1,1,16,2,2,2,2,N,1,N,1,3,0.0,0,345,69.23076923076923
